date,gold_24k_gram1,gold_22k_gram1,platinum_gram1,platinum_gram8
02-01-06,768,711,,
03-01-06,770,713,,
04-01-06,784,726,,
05-01-06,782,725,,
06-01-06,776,719,,
07-01-06,787,729,,
09-01-06,790,732,,
10-01-06,791,732,,
11-01-06,788,730,,
12-01-06,789,731,,
13-01-06,790,732,,
16-01-06,802,743,,
17-01-06,812,752,,
18-01-06,799,740,,
19-01-06,803,744,,
20-01-06,810,750,,
21-01-06,808,749,,
23-01-06,808,749,,
24-01-06,809,750,,
25-01-06,812,752,,
27-01-06,814,754,,
28-01-06,813,753,,
30-01-06,815,755,,
31-01-06,821,761,,
01-02-06,819,758,,
02-02-06,824,763,,
03-02-06,829,768,,
04-02-06,828,767,,
06-02-06,830,769,,
07-02-06,830,769,,
08-02-06,803,744,,
09-02-06,815,755,,
10-02-06,814,754,,
11-02-06,804,745,,
13-02-06,798,739,,
14-02-06,788,730,,
15-02-06,797,738,,
16-02-06,789,731,,
17-02-06,796,738,,
18-02-06,805,746,,
20-02-06,806,746,,
21-02-06,805,746,,
22-02-06,807,747,,
23-02-06,807,748,,
24-02-06,805,746,,
25-02-06,814,754,,
27-02-06,813,753,,
28-02-06,813,753,,
01-03-06,819,758,,
02-03-06,818,757,,
03-03-06,824,763,,
04-03-06,824,763,,
06-03-06,825,764,,
07-03-06,814,754,,
08-03-06,807,748,,
09-03-06,802,743,,
10-03-06,802,743,,
11-03-06,795,736,,
13-03-06,798,739,,
14-03-06,799,740,,
15-03-06,808,748,,
16-03-06,807,747,,
17-03-06,808,749,,
18-03-06,809,750,,
20-03-06,811,751,,
21-03-06,808,748,,
22-03-06,808,748,,
23-03-06,806,747,,
24-03-06,806,747,,
25-03-06,817,757,,
27-03-06,820,760,,
28-03-06,826,765,,
29-03-06,822,761,,
30-03-06,838,776,,
31-03-06,848,785,,
01-04-06,842,780,,
03-04-06,847,784,,
04-04-06,852,789,,
05-04-06,852,789,,
06-04-06,866,802,,
07-04-06,874,809,,
08-04-06,869,805,,
10-04-06,878,813,,
12-04-06,886,820,,
13-04-06,889,823,,
15-04-06,899,833,,
17-04-06,903,836,,
18-04-06,922,854,,
19-04-06,931,862,,
20-04-06,958,887,,
21-04-06,922,854,,
22-04-06,945,876,,
24-04-06,942,872,,
25-04-06,932,863,,
26-04-06,940,870,,
27-04-06,947,877,,
28-04-06,945,876,,
29-04-06,968,897,,
02-05-06,993,900,,
04-05-06,983,911,,
06-05-06,1006,932,,
09-05-06,1006,932,,
10-05-06,1037,961,,
11-05-06,1049,971,,
12-05-06,1073,994,,
13-05-06,1061,983,,
15-05-06,1044,967,,
16-05-06,1022,946,,
17-05-06,1062,984,,
18-05-06,1031,955,,
19-05-06,1027,951,,
20-05-06,991,918,,
22-05-06,968,896,,
23-05-06,980,907,,
24-05-06,993,920,,
25-05-06,973,901,,
26-05-06,978,906,,
27-05-06,978,906,,
29-05-06,979,907,,
30-05-06,986,913,,
31-05-06,989,916,,
01-06-06,967,895,,
02-06-06,959,887,,
03-06-06,962,891,,
05-06-06,969,897,,
06-06-06,959,888,,
07-06-06,943,873,,
08-06-06,943,873,,
09-06-06,922,854,,
10-06-06,921,853,,
12-06-06,918,850,,
13-06-06,900,833,,
14-06-06,857,794,,
15-06-06,865,801,,
16-06-06,882,817,,
17-06-06,880,815,,
19-06-06,867,803,,
20-06-06,864,800,,
21-06-06,877,812,,
22-06-06,895,829,,
23-06-06,889,823,,
24-06-06,887,821,,
26-06-06,890,824,,
27-06-06,897,831,,
28-06-06,892,826,,
29-06-06,890,824,,
30-06-06,912,845,,
01-07-06,932,863,,
03-07-06,940,870,,
04-07-06,942,873,,
05-07-06,952,882,,
06-07-06,950,880,,
07-07-06,955,885,,
08-07-06,958,887,,
10-07-06,951,881,,
11-07-06,954,886,,
12-07-06,975,903,,
13-07-06,988,915,,
14-07-06,1008,934,,
15-07-06,1014,939,,
17-07-06,1030,954,,
18-07-06,999,926,,
19-07-06,969,897,,
20-07-06,984,911,,
21-07-06,967,895,,
22-07-06,958,888,,
24-07-06,955,884,,
26-07-06,953,883,,
27-07-06,967,896,,
28-07-06,969,898,,
29-07-06,973,901,,
31-07-06,976,904,,
01-08-06,973,901,,
02-08-06,990,917,,
03-08-06,996,923,,
04-08-06,990,917,,
05-08-06,991,918,,
07-08-06,994,921,,
08-08-06,991,918,,
09-08-06,981,909,,
10-08-06,992,919,,
11-08-06,984,911,,
12-08-06,973,901,,
14-08-06,967,895,,
16-08-06,963,892,,
17-08-06,967,896,,
18-08-06,944,874,,
19-08-06,943,874,,
21-08-06,953,882,,
22-08-06,963,892,,
23-08-06,958,888,,
24-08-06,957,887,,
25-08-06,957,886,,
26-08-06,958,887,,
28-08-06,956,886,,
29-08-06,949,879,,
30-08-06,945,876,,
31-08-06,953,883,,
01-09-06,960,889,,
02-09-06,959,888,,
04-09-06,957,887,,
05-09-06,959,888,,
06-09-06,967,896,,
07-09-06,963,892,,
08-09-06,938,869,,
09-09-06,932,863,,
11-09-06,911,844,,
12-09-06,912,845,,
13-09-06,889,823,,
14-09-06,903,836,,
15-09-06,881,816,,
16-09-06,884,819,,
18-09-06,886,820,,
19-09-06,891,826,,
20-09-06,875,811,,
21-09-06,880,815,,
22-09-06,894,828,,
23-09-06,892,826,,
25-09-06,891,826,,
26-09-06,898,832,,
27-09-06,904,837,,
28-09-06,913,845,,
29-09-06,913,846,,
30-09-06,908,841,,
03-10-06,897,831,,
04-10-06,871,807,,
05-10-06,855,792,,
06-10-06,863,799,,
07-10-06,868,804,,
09-10-06,875,810,,
10-10-06,876,811,,
11-10-06,865,801,,
12-10-06,867,803,,
14-10-06,886,821,,
16-10-06,889,823,,
17-10-06,893,827,,
18-10-06,889,824,,
19-10-06,880,815,,
20-10-06,897,831,,
23-10-06,883,818,,
24-10-06,871,807,,
25-10-06,873,808,,
26-10-06,886,820,,
27-10-06,886,821,,
28-10-06,895,829,,
30-10-06,900,834,,
31-10-06,892,826,,
01-11-06,902,835,,
02-11-06,913,845,,
03-11-06,922,854,,
04-11-06,927,859,,
07-11-06,924,856,,
08-11-06,923,855,,
09-11-06,910,843,,
10-11-06,929,860,,
11-11-06,925,857,,
13-11-06,929,860,,
14-11-06,925,857,,
15-11-06,927,858,,
16-11-06,926,858,,
17-11-06,916,849,,
18-11-06,920,852,,
20-11-06,921,853,,
21-11-06,922,854,,
22-11-06,926,857,,
23-11-06,929,861,,
24-11-06,934,865,,
25-11-06,938,869,,
27-11-06,940,870,,
28-11-06,941,871,,
29-11-06,941,871,,
30-11-06,939,870,,
01-12-06,947,877,,
02-12-06,947,877,,
04-12-06,947,877,,
05-12-06,947,877,,
06-12-06,935,866,,
07-12-06,930,862,,
08-12-06,930,861,,
09-12-06,924,856,,
11-12-06,925,857,,
12-12-06,928,860,,
13-12-06,926,858,,
14-12-06,925,857,,
15-12-06,923,855,,
16-12-06,909,842,,
18-12-06,912,845,,
19-12-06,910,843,,
20-12-06,914,847,,
21-12-06,915,848,,
22-12-06,911,844,,
23-12-06,912,845,,
25-12-06,913,845,,
26-12-06,917,849,,
27-12-06,917,850,,
28-12-06,918,851,,
29-12-06,925,857,,
30-12-06,930,862,,
01-01-07,930,862,,
02-01-07,932,864,,
03-01-07,935,866,,
04-01-07,908,842,,
05-01-07,902,836,,
06-01-07,881,816,,
08-01-07,883,819,,
09-01-07,891,826,,
10-01-07,887,822,,
11-01-07,891,826,,
12-01-07,892,827,,
13-01-07,908,841,,
16-01-07,906,839,,
17-01-07,903,837,,
18-01-07,915,848,,
19-01-07,909,842,,
20-01-07,917,850,,
22-01-07,916,849,,
23-01-07,918,851,,
24-01-07,928,860,,
25-01-07,932,864,,
27-01-07,932,864,,
29-01-07,930,862,,
30-01-07,928,860,,
31-01-07,931,863,,
01-02-07,938,870,,
02-02-07,942,873,,
03-02-07,933,865,,
05-02-07,933,865,,
06-02-07,933,865,,
07-02-07,939,871,,
08-02-07,934,866,,
09-02-07,944,875,,
10-02-07,953,884,,
12-02-07,953,884,,
13-02-07,953,884,,
14-02-07,959,889,,
15-02-07,958,888,,
16-02-07,957,887,,
17-02-07,959,889,,
19-02-07,963,892,,
20-02-07,962,891,,
21-02-07,949,880,,
22-02-07,971,900,,
23-02-07,970,899,,
24-02-07,976,905,,
26-02-07,980,909,,
27-02-07,980,909,,
28-02-07,970,899,,
01-03-07,969,898,,
02-03-07,953,884,,
03-03-07,939,861,,
05-03-07,930,862,,
06-03-07,933,865,,
07-03-07,934,866,,
08-03-07,944,875,,
09-03-07,944,875,,
10-03-07,939,871,,
12-03-07,940,871,,
13-03-07,936,868,,
14-03-07,929,861,,
15-03-07,930,862,,
16-03-07,933,865,,
17-03-07,938,869,,
19-03-07,942,873,,
20-03-07,937,869,,
21-03-07,939,871,,
22-03-07,945,876,,
23-03-07,942,873,,
24-03-07,936,867,,
26-03-07,935,867,,
27-03-07,937,869,,
28-03-07,937,868,,
29-03-07,940,871,,
30-03-07,940,871,,
02-04-07,941,872,,
03-04-07,935,866,,
04-04-07,932,864,,
05-04-07,944,875,,
06-04-07,944,875,,
07-04-07,945,876,,
09-04-07,942,873,,
10-04-07,945,876,,
11-04-07,947,878,,
12-04-07,948,879,,
13-04-07,945,876,,
16-04-07,946,877,,
17-04-07,937,868,,
18-04-07,941,872,,
19-04-07,942,873,,
20-04-07,936,868,,
21-04-07,942,873,,
23-04-07,940,871,,
24-04-07,928,860,,
25-04-07,919,852,,
26-04-07,913,846,,
27-04-07,901,835,,
28-04-07,912,845,,
30-04-07,913,846,,
02-05-07,906,840,,
03-05-07,909,842,,
04-05-07,910,843,,
05-05-07,919,852,,
07-05-07,914,847,,
08-05-07,914,847,,
09-05-07,916,849,,
10-05-07,909,843,,
11-05-07,900,834,,
12-05-07,905,839,,
14-05-07,902,836,,
15-05-07,892,827,,
16-05-07,896,830,,
17-05-07,885,820,,
18-05-07,880,816,,
19-05-07,881,816,,
21-05-07,879,815,,
22-05-07,881,816,,
23-05-07,873,809,,
24-05-07,877,813,,
25-05-07,869,805,,
26-05-07,870,807,,
28-05-07,870,806,,
29-05-07,870,806,,
30-05-07,873,809,,
31-05-07,874,810,,
01-06-07,877,813,,
02-06-07,888,823,,
04-06-07,886,821,,
05-06-07,889,824,,
06-06-07,888,823,,
07-06-07,891,826,,
08-06-07,881,816,,
09-06-07,873,809,,
11-06-07,871,807,,
12-06-07,869,805,,
13-06-07,864,801,,
14-06-07,868,805,,
15-06-07,870,807,,
16-06-07,874,810,,
18-06-07,875,811,,
19-06-07,872,808,,
20-06-07,878,814,,
21-06-07,872,808,,
22-06-07,868,804,,
23-06-07,871,807,,
25-06-07,869,806,,
26-06-07,869,806,,
27-06-07,861,798,,
28-06-07,862,799,,
29-06-07,863,800,,
30-06-07,865,802,,
02-07-07,865,802,,
03-07-07,870,806,,
04-07-07,865,802,,
05-07-07,866,803,,
06-07-07,857,795,,
07-07-07,864,801,,
09-07-07,866,803,,
10-07-07,870,807,,
11-07-07,875,811,,
12-07-07,874,810,,
13-07-07,880,815,,
14-07-07,880,815,,
16-07-07,880,815,,
17-07-07,876,812,,
18-07-07,879,814,,
19-07-07,885,821,,
20-07-07,890,825,,
21-07-07,899,833,,
23-07-07,898,832,,
24-07-07,896,831,,
25-07-07,892,827,,
26-07-07,889,824,,
27-07-07,877,813,,
28-07-07,874,810,,
30-07-07,875,811,,
31-07-07,878,814,,
01-08-07,874,810,,
02-08-07,876,812,,
03-08-07,877,813,,
04-08-07,887,822,,
06-08-07,888,823,,
07-08-07,882,817,,
08-08-07,886,821,,
09-08-07,889,824,,
10-08-07,881,816,,
11-08-07,891,826,,
13-08-07,887,822,,
14-08-07,887,822,,
16-08-07,893,827,,
17-08-07,883,818,,
18-08-07,888,823,,
20-08-07,883,819,,
21-08-07,883,818,,
22-08-07,880,816,,
23-08-07,888,823,,
24-08-07,885,820,,
25-08-07,893,828,,
27-08-07,893,827,,
28-08-07,895,829,,
29-08-07,893,828,,
30-08-07,893,828,,
31-08-07,893,828,,
01-09-07,896,831,,
03-09-07,897,832,,
04-09-07,898,832,,
05-09-07,907,841,,
06-09-07,910,843,,
07-09-07,922,855,,
08-09-07,931,863,,
10-09-07,933,865,,
11-09-07,933,865,,
12-09-07,940,871,,
13-09-07,934,866,,
14-09-07,931,863,,
17-09-07,938,869,,
18-09-07,945,876,,
19-09-07,949,879,,
20-09-07,948,878,,
21-09-07,952,883,,
22-09-07,948,879,,
24-09-07,951,882,,
25-09-07,944,875,,
26-09-07,943,874,,
27-09-07,941,872,,
28-09-07,948,879,,
29-09-07,956,886,,
01-10-07,956,886,,
03-10-07,949,879,,
04-10-07,934,865,,
05-10-07,942,873,,
06-10-07,948,879,,
08-10-07,946,877,,
09-10-07,939,870,,
10-10-07,946,877,,
11-10-07,951,882,,
12-10-07,954,884,,
13-10-07,959,889,,
15-10-07,965,895,,
16-10-07,976,905,,
17-10-07,976,905,,
18-10-07,975,904,,
19-10-07,989,916,,
20-10-07,987,915,,
22-10-07,982,910,,
23-10-07,978,906,,
24-10-07,977,905,,
25-10-07,983,911,,
26-10-07,996,923,,
27-10-07,1004,931,,
29-10-07,1013,939,,
30-10-07,1002,928,,
31-10-07,1000,927,,
01-11-07,1012,938,,
02-11-07,1007,933,,
03-11-07,1023,948,,
05-11-07,1019,945,,
06-11-07,1028,953,,
07-11-07,1052,975,,
09-11-07,1042,966,,
10-11-07,1042,966,,
12-11-07,1029,954,,
13-11-07,1024,949,,
15-11-07,1033,958,,
16-11-07,1010,936,,
17-11-07,1008,934,,
19-11-07,1010,936,,
20-11-07,1006,933,,
21-11-07,1022,947,,
22-11-07,1022,947,,
23-11-07,1033,957,,
24-11-07,1046,970,,
26-11-07,1051,974,,
27-11-07,1051,974,,
28-11-07,1032,956,,
29-11-07,1038,962,,
30-11-07,1027,952,,
01-12-07,1011,937,,
03-12-07,1012,938,,
04-12-07,1008,934,,
05-12-07,1022,947,,
06-12-07,1014,940,,
07-12-07,1017,942,,
08-12-07,1019,945,,
10-12-07,1020,945,,
11-12-07,1026,951,,
12-12-07,1027,952,,
13-12-07,1033,957,,
14-12-07,1025,950,,
15-12-07,1018,944,,
17-12-07,1015,941,,
18-12-07,1017,943,,
19-12-07,1025,950,,
20-12-07,1025,950,,
21-12-07,1028,953,,
22-12-07,1035,959,,
24-12-07,1036,960,,
25-12-07,1035,959,,
26-12-07,1042,966,,
27-12-07,1052,975,,
28-12-07,1054,977,,
29-12-07,1067,989,,
31-12-07,1069,991,,
01-01-08,1064,986,,
02-01-08,1069,991,,
03-01-08,1089,1009,,
04-01-08,1089,1009,,
05-01-08,1089,1010,,
07-01-08,1087,1007,,
08-01-08,1102,1022,,
09-01-08,1122,1040,,
10-01-08,1113,1031,,
11-01-08,1126,1044,,
12-01-08,1131,1048,,
14-01-08,1147,1063,,
16-01-08,1131,1048,,
17-01-08,1127,1044,,
18-01-08,1119,1037,,
19-01-08,1126,1044,,
21-01-08,1123,1041,,
22-01-08,1109,1028,,
23-01-08,1136,1053,,
24-01-08,1138,1055,,
25-01-08,1163,1078,,
28-01-08,1168,1083,,
29-01-08,1178,1092,,
30-01-08,1177,1091,,
31-01-08,1178,1092,,
01-02-08,1184,1097,,
02-02-08,1165,1080,,
04-02-08,1164,1079,,
05-02-08,1149,1065,,
06-02-08,1145,1061,,
07-02-08,1157,1073,,
08-02-08,1168,1083,,
09-02-08,1178,1092,,
11-02-08,1181,1094,,
12-02-08,1185,1098,,
13-02-08,1164,1079,,
14-02-08,1173,1087,,
15-02-08,1169,1083,,
16-02-08,1164,1079,,
18-02-08,1164,1079,,
19-02-08,1175,1089,,
20-02-08,1193,1105,,
21-02-08,1216,1127,,
22-02-08,1213,1124,,
23-02-08,1215,1126,,
25-02-08,1222,1133,,
26-02-08,1205,1117,,
27-02-08,1234,1144,,
28-02-08,1227,1137,,
29-02-08,1250,1158,,
01-03-08,1252,1160,,
03-03-08,1269,1176,,
04-03-08,1278,1185,,
05-03-08,1262,1170,,
06-03-08,1282,1188,,
07-03-08,1280,1187,,
08-03-08,1272,1182,,
10-03-08,1283,1189,,
11-03-08,1278,1184,,
12-03-08,1273,1180,,
13-03-08,1291,1196,,
14-03-08,1300,1205,,
15-03-08,1306,1211,,
17-03-08,1352,1253,,
18-03-08,1325,1228,,
19-03-08,1308,1212,,
20-03-08,1217,1128,,
21-03-08,1216,1127,,
22-03-08,1211,1122,,
24-03-08,1206,1117,,
25-03-08,1216,1127,,
26-03-08,1223,1133,,
27-03-08,1235,1144,,
28-03-08,1224,1134,,
29-03-08,1208,1120,,
31-03-08,1215,1126,,
01-04-08,1172,1086,,
02-04-08,1158,1073,,
03-04-08,1169,1083,,
04-04-08,1175,1089,,
05-04-08,1183,1097,,
07-04-08,1185,1098,,
08-04-08,1201,1113,,
09-04-08,1180,1093,,
10-04-08,1211,1123,,
11-04-08,1203,1115,,
12-04-08,1203,1115,,
14-04-08,1196,1109,,
15-04-08,1208,1120,,
16-04-08,1210,1121,,
17-04-08,1231,1141,,
19-04-08,1191,1104,,
21-04-08,1194,1106,,
22-04-08,1194,1106,,
23-04-08,1193,1105,,
24-04-08,1176,1090,,
25-04-08,1155,1071,,
26-04-08,1159,1074,,
28-04-08,1164,1079,,
29-04-08,1166,1080,,
30-04-08,1143,1059,,
02-05-08,1134,1051,,
03-05-08,1135,1052,,
05-05-08,1143,1060,,
06-05-08,1162,1077,,
07-05-08,1172,1086,,
08-05-08,1179,1093,,
09-05-08,1196,1109,,
10-05-08,1195,1107,,
12-05-08,1198,1111,,
13-05-08,1200,1112,,
14-05-08,1191,1104,,
15-05-08,1193,1106,,
16-05-08,1224,1135,,
17-05-08,1243,1152,,
19-05-08,1251,1160,,
20-05-08,1251,1160,,
21-05-08,1277,1184,,
22-05-08,1299,1204,,
23-05-08,1280,1187,,
24-05-08,1281,1187,,
26-05-08,1282,1188,,
27-05-08,1290,1195,,
28-05-08,1247,1155,,
29-05-08,1246,1155,,
30-05-08,1214,1125,,
31-05-08,1223,1133,,
02-06-08,1218,1129,,
03-06-08,1236,1145,,
04-06-08,1220,1130,,
05-06-08,1216,1127,,
06-06-08,1226,1136,,
07-06-08,1249,1158,,
09-06-08,1257,1165,,
10-06-08,1235,1144,,
11-06-08,1219,1130,,
12-06-08,1214,1125,,
13-06-08,1212,1123,,
14-06-08,1215,1126,,
16-06-08,1216,1127,,
17-06-08,1233,1142,,
18-06-08,1233,1143,,
19-06-08,1240,1149,,
20-06-08,1251,1160,,
21-06-08,1253,1161,,
23-06-08,1258,1166,,
24-06-08,1238,1148,,
25-06-08,1237,1147,,
26-06-08,1233,1143,,
27-06-08,1273,1180,,
28-06-08,1276,1183,,
30-06-08,1281,1187,,
01-07-08,1283,1189,,
02-07-08,1294,1199,,
03-07-08,1296,1201,,
04-07-08,1290,1196,,
05-07-08,1293,1198,,
07-07-08,1283,1189,,
08-07-08,1296,1201,,
09-07-08,1286,1192,,
10-07-08,1299,1204,,
11-07-08,1314,1218,,
12-07-08,1329,1232,,
14-07-08,1334,1236,,
15-07-08,1367,1267,,
16-07-08,1359,1259,,
17-07-08,1340,1242,,
18-07-08,1333,1236,,
19-07-08,1329,1232,,
21-07-08,1335,1237,,
22-07-08,1343,1244,,
23-07-08,1286,1192,,
24-07-08,1263,1171,,
25-07-08,1280,1187,,
26-07-08,1278,1185,,
28-07-08,1283,1189,,
29-07-08,1289,1194,,
30-07-08,1264,1171,,
31-07-08,1259,1167,,
01-08-08,1251,1160,,
02-08-08,1256,1164,,
04-08-08,1259,1167,,
05-08-08,1218,1129,,
06-08-08,1208,1119,,
07-08-08,1207,1118,,
08-08-08,1190,1103,,
09-08-08,1174,1088,,
11-08-08,1183,1096,,
12-08-08,1127,1044,,
13-08-08,1158,1073,,
14-08-08,1180,1094,,
16-08-08,1130,1047,,
18-08-08,1157,1073,,
19-08-08,1160,1075,,
20-08-08,1183,1096,,
21-08-08,1189,1102,,
22-08-08,1193,1105,,
23-08-08,1184,1097,,
25-08-08,1178,1092,,
26-08-08,1181,1094,,
27-08-08,1195,1108,,
28-08-08,1198,1110,,
29-08-08,1198,1111,,
30-08-08,1196,1108,,
01-09-08,1200,1112,,
02-09-08,1175,1089,,
04-09-08,1177,1091,,
05-09-08,1161,1076,,
06-09-08,1176,1090,,
08-09-08,1179,1093,,
09-09-08,1173,1087,,
10-09-08,1149,1065,,
11-09-08,1120,1038,,
12-09-08,1136,1053,,
13-09-08,1147,1063,,
15-09-08,1172,1086,,
16-09-08,1175,1089,,
17-09-08,1180,1093,,
18-09-08,1270,1177,,
19-09-08,1240,1149,,
20-09-08,1247,1156,,
22-09-08,1257,1165,,
23-09-08,1267,1174,,
24-09-08,1268,1175,,
25-09-08,1273,1180,,
26-09-08,1269,1176,,
27-09-08,1284,1190,,
29-09-08,1295,1200,,
30-09-08,1314,1218,,
01-10-08,1310,1214,,
03-10-08,1281,1187,,
04-10-08,1275,1181,,
06-10-08,1280,1187,,
07-10-08,1323,1226,,
08-10-08,1364,1264,,
09-10-08,1346,1247,,
10-10-08,1373,1273,,
11-10-08,1328,1231,,
13-10-08,1333,1235,,
14-10-08,1307,1211,,
15-10-08,1318,1222,,
16-10-08,1321,1224,,
17-10-08,1273,1180,,
18-10-08,1256,1164,,
20-10-08,1278,1184,,
21-10-08,1251,1160,,
22-10-08,1224,1135,,
23-10-08,1192,1105,,
24-10-08,1153,1069,,
25-10-08,1214,1125,,
28-10-08,1217,1128,,
29-10-08,1215,1126,,
30-10-08,1244,1153,,
31-10-08,1186,1099,,
01-11-08,1186,1099,,
03-11-08,1187,1100,,
04-11-08,1172,1086,,
05-11-08,1185,1098,,
06-11-08,1177,1091,,
07-11-08,1173,1087,,
08-11-08,1172,1086,,
10-11-08,1184,1098,,
11-11-08,1184,1097,,
12-11-08,1184,1097,,
13-11-08,1178,1092,,
14-11-08,1188,1101,,
15-11-08,1202,1114,,
17-11-08,1203,1115,,
18-11-08,1206,1117,,
19-11-08,1205,1117,,
20-11-08,1220,1131,,
21-11-08,1228,1138,,
22-11-08,1280,1186,,
24-11-08,1278,1184,,
25-11-08,1283,1189,,
26-11-08,1288,1193,,
27-11-08,1287,1193,,
28-11-08,1291,1196,,
29-11-08,1294,1199,,
01-12-08,1294,1199,,
02-12-08,1263,1171,,
03-12-08,1266,1174,,
04-12-08,1249,1158,,
05-12-08,1247,1156,,
06-12-08,1227,1137,,
08-12-08,1239,1149,,
09-12-08,1239,1148,,
10-12-08,1249,1157,,
11-12-08,1276,1182,,
12-12-08,1282,1188,,
13-12-08,1281,1187,,
15-12-08,1286,1192,,
16-12-08,1288,1193,,
17-12-08,1300,1205,,
18-12-08,1311,1215,,
19-12-08,1289,1194,,
20-12-08,1283,1189,,
22-12-08,1294,1199,,
23-12-08,1313,1217,,
24-12-08,1305,1210,,
25-12-08,1310,1214,,
26-12-08,1310,1214,,
27-12-08,1336,1238,,
29-12-08,1355,1256,,
30-12-08,1339,1241,,
31-12-08,1320,1223,,
01-01-09,1344,1246,,
02-01-09,1348,1250,,
03-01-09,1344,1245,,
05-01-09,1332,1235,,
06-01-09,1310,1214,,
07-01-09,1335,1237,,
08-01-09,1322,1225,,
09-01-09,1337,1239,,
10-01-09,1332,1234,,
12-01-09,1334,1237,,
13-01-09,1307,1212,,
15-01-09,1297,1202,,
16-01-09,1305,1209,,
17-01-09,1327,1230,,
19-01-09,1324,1227,,
20-01-09,1318,1222,,
21-01-09,1348,1249,,
22-01-09,1349,1250,,
23-01-09,1353,1254,,
24-01-09,1390,1288,,
27-01-09,1390,1288,,
28-01-09,1383,1281,,
29-01-09,1367,1267,,
30-01-09,1412,1309,,
31-01-09,1406,1303,,
02-02-09,1400,1297,,
03-02-09,1394,1292,,
04-02-09,1392,1290,,
05-02-09,1407,1304,,
06-02-09,1421,1317,,
07-02-09,1426,1321,,
09-02-09,1420,1316,,
10-02-09,1416,1312,,
11-02-09,1439,1334,,
12-02-09,1477,1369,,
13-02-09,1474,1366,,
14-02-09,1474,1366,,
16-02-09,1476,1368,,
17-02-09,1515,1404,,
18-02-09,1549,1435,,
19-02-09,1555,1441,,
20-02-09,1558,1444,,
21-02-09,1572,1457,,
23-02-09,1561,1447,,
24-02-09,1562,1447,,
25-02-09,1523,1411,,
26-02-09,1514,1403,,
27-02-09,1513,1402,,
28-02-09,1521,1409,,
02-03-09,1546,1433,,
03-03-09,1515,1404,,
04-03-09,1504,1394,,
05-03-09,1503,1393,,
06-03-09,1527,1415,,
07-03-09,1524,1413,,
09-03-09,1524,1428,,
10-03-09,1505,1410,,
11-03-09,1500,1405,,
12-03-09,1509,1413,,
13-03-09,1518,1422,,
14-03-09,1524,1428,,
16-03-09,1521,1425,,
17-03-09,1511,1416,,
18-03-09,1504,1409,,
19-03-09,1515,1419,,
20-03-09,1538,1441,,
21-03-09,1532,1435,,
23-03-09,1533,1436,,
24-03-09,1515,1419,,
25-03-09,1511,1416,,
26-03-09,1521,1425,,
28-03-09,1514,1418,,
30-03-09,1520,1424,,
31-03-09,1514,1418,,
01-04-09,1516,1420,,
02-04-09,1503,1408,,
03-04-09,1477,1383,,
04-04-09,1463,1371,,
06-04-09,1431,1341,,
08-04-09,1451,1359,,
09-04-09,1437,1346,,
10-04-09,1433,1343,,
11-04-09,1435,1344,,
13-04-09,1439,1348,,
14-04-09,1445,1353,,
15-04-09,1441,1350,,
16-04-09,1439,1348,,
17-04-09,1414,1310,,
18-04-09,1413,1309,,
20-04-09,1420,1316,,
21-04-09,1454,1348,,
22-04-09,1448,1342,,
24-04-09,1474,1366,,
25-04-09,1476,1368,,
27-04-09,1478,1378,,
28-04-09,1472,1364,,
29-04-09,1460,1353,,
30-04-09,1458,1351,,
02-05-09,1444,1338,,
04-05-09,1442,1337,,
05-05-09,1450,1344,,
06-05-09,1455,1349,,
07-05-09,1462,1355,,
08-05-09,1470,1362,,
09-05-09,1467,1359,,
11-05-09,1467,1359,,
12-05-09,1470,1363,,
14-05-09,1492,1382,,
15-05-09,1488,1379,,
16-05-09,1490,1381,,
18-05-09,1450,1344,,
19-05-09,1432,1327,,
20-05-09,1438,1333,,
21-05-09,1450,1344,,
22-05-09,1457,1350,,
23-05-09,1461,1354,,
25-05-09,1464,1357,,
26-05-09,1469,1362,,
27-05-09,1469,1362,,
28-05-09,1470,1363,,
29-05-09,1486,1377,,
30-05-09,1495,1386,,
01-06-09,1502,1392,,
02-06-09,1488,1379,,
03-06-09,1495,1386,,
04-06-09,1484,1376,,
05-06-09,1494,1384,,
06-06-09,1469,1362,,
08-06-09,1471,1363,,
09-06-09,1469,1362,,
10-06-09,1474,1366,,
11-06-09,1471,1363,,
12-06-09,1467,1360,,
13-06-09,1456,1350,,
15-06-09,1453,1347,,
16-06-09,1451,1345,,
17-06-09,1453,1347,,
18-06-09,1465,1357,,
19-06-09,1460,1353,,
20-06-09,1460,1353,,
22-06-09,1461,1354,,
23-06-09,1453,1346,,
24-06-09,1459,1352,,
25-06-09,1469,1362,,
26-06-09,1477,1369,,
27-06-09,1471,1363,,
29-06-09,1467,1360,,
30-06-09,1466,1359,,
01-07-09,1450,1344,,
02-07-09,1454,1348,,
03-07-09,1452,1346,,
04-07-09,1452,1346,,
06-07-09,1460,1353,,
07-07-09,1460,1353,,
08-07-09,1467,1359,,
09-07-09,1459,1352,,
10-07-09,1451,1345,,
11-07-09,1459,1352,,
13-07-09,1463,1356,,
14-07-09,1468,1361,,
15-07-09,1478,1370,,
16-07-09,1483,1374,,
17-07-09,1484,1375,,
18-07-09,1485,1376,,
20-07-09,1495,1385,,
21-07-09,1495,1386,,
22-07-09,1497,1388,,
23-07-09,1510,1400,,
24-07-09,1503,1393,,
25-07-09,1502,1392,,
27-07-09,1507,1396,,
